# -----------------------------------------------------------
# Anchor Box data for the Sony Detection model
# -----------------------------------------------------------
# Scales
# y,  x,  h,  w
  10, 10, 5, 5,
# Anchor boxes
# y,  x,  h,  w    
  4, 3, 13, 10,
  4, 3, 22, 16,
  4, 10, 13, 10,
  4, 10, 22, 16,
  4, 16, 13, 10,
  4, 16, 22, 16,
  4, 22, 13, 10,
  4, 22, 22, 16,
  4, 29, 13, 10,
  4, 29, 22, 16,
  4, 35, 13, 10,
  4, 35, 22, 16,
  4, 42, 13, 10,
  4, 42, 22, 16,
  4, 48, 13, 10,
  4, 48, 22, 16,
  4, 54, 13, 10,
  4, 54, 22, 16,
  4, 61, 13, 10,
  4, 61, 22, 16,
  4, 67, 13, 10,
  4, 67, 22, 16,
  4, 74, 13, 10,
  4, 74, 22, 16,
  4, 80, 13, 10,
  4, 80, 22, 16,
  4, 86, 13, 10,
  4, 86, 22, 16,
  4, 93, 13, 10,
  4, 93, 22, 16,
  4, 99, 13, 10,
  4, 99, 22, 16,
  4, 106, 13, 10,
  4, 106, 22, 16,
  4, 112, 13, 10,
  4, 112, 22, 16,
  4, 118, 13, 10,
  4, 118, 22, 16,
  4, 125, 13, 10,
  4, 125, 22, 16,
  13, 3, 13, 10,
  13, 3, 22, 16,
  13, 10, 13, 10,
  13, 10, 22, 16,
  13, 16, 13, 10,
  13, 16, 22, 16,
  13, 22, 13, 10,
  13, 22, 22, 16,
  13, 29, 13, 10,
  13, 29, 22, 16,
  13, 35, 13, 10,
  13, 35, 22, 16,
  13, 42, 13, 10,
  13, 42, 22, 16,
  13, 48, 13, 10,
  13, 48, 22, 16,
  13, 54, 13, 10,
  13, 54, 22, 16,
  13, 61, 13, 10,
  13, 61, 22, 16,
  13, 67, 13, 10,
  13, 67, 22, 16,
  13, 74, 13, 10,
  13, 74, 22, 16,
  13, 80, 13, 10,
  13, 80, 22, 16,
  13, 86, 13, 10,
  13, 86, 22, 16,
  13, 93, 13, 10,
  13, 93, 22, 16,
  13, 99, 13, 10,
  13, 99, 22, 16,
  13, 106, 13, 10,
  13, 106, 22, 16,
  13, 112, 13, 10,
  13, 112, 22, 16,
  13, 118, 13, 10,
  13, 118, 22, 16,
  13, 125, 13, 10,
  13, 125, 22, 16,
  21, 3, 13, 10,
  21, 3, 22, 16,
  21, 10, 13, 10,
  21, 10, 22, 16,
  21, 16, 13, 10,
  21, 16, 22, 16,
  21, 22, 13, 10,
  21, 22, 22, 16,
  21, 29, 13, 10,
  21, 29, 22, 16,
  21, 35, 13, 10,
  21, 35, 22, 16,
  21, 42, 13, 10,
  21, 42, 22, 16,
  21, 48, 13, 10,
  21, 48, 22, 16,
  21, 54, 13, 10,
  21, 54, 22, 16,
  21, 61, 13, 10,
  21, 61, 22, 16,
  21, 67, 13, 10,
  21, 67, 22, 16,
  21, 74, 13, 10,
  21, 74, 22, 16,
  21, 80, 13, 10,
  21, 80, 22, 16,
  21, 86, 13, 10,
  21, 86, 22, 16,
  21, 93, 13, 10,
  21, 93, 22, 16,
  21, 99, 13, 10,
  21, 99, 22, 16,
  21, 106, 13, 10,
  21, 106, 22, 16,
  21, 112, 13, 10,
  21, 112, 22, 16,
  21, 118, 13, 10,
  21, 118, 22, 16,
  21, 125, 13, 10,
  21, 125, 22, 16,
  30, 3, 13, 10,
  30, 3, 22, 16,
  30, 10, 13, 10,
  30, 10, 22, 16,
  30, 16, 13, 10,
  30, 16, 22, 16,
  30, 22, 13, 10,
  30, 22, 22, 16,
  30, 29, 13, 10,
  30, 29, 22, 16,
  30, 35, 13, 10,
  30, 35, 22, 16,
  30, 42, 13, 10,
  30, 42, 22, 16,
  30, 48, 13, 10,
  30, 48, 22, 16,
  30, 54, 13, 10,
  30, 54, 22, 16,
  30, 61, 13, 10,
  30, 61, 22, 16,
  30, 67, 13, 10,
  30, 67, 22, 16,
  30, 74, 13, 10,
  30, 74, 22, 16,
  30, 80, 13, 10,
  30, 80, 22, 16,
  30, 86, 13, 10,
  30, 86, 22, 16,
  30, 93, 13, 10,
  30, 93, 22, 16,
  30, 99, 13, 10,
  30, 99, 22, 16,
  30, 106, 13, 10,
  30, 106, 22, 16,
  30, 112, 13, 10,
  30, 112, 22, 16,
  30, 118, 13, 10,
  30, 118, 22, 16,
  30, 125, 13, 10,
  30, 125, 22, 16,
  38, 3, 13, 10,
  38, 3, 22, 16,
  38, 10, 13, 10,
  38, 10, 22, 16,
  38, 16, 13, 10,
  38, 16, 22, 16,
  38, 22, 13, 10,
  38, 22, 22, 16,
  38, 29, 13, 10,
  38, 29, 22, 16,
  38, 35, 13, 10,
  38, 35, 22, 16,
  38, 42, 13, 10,
  38, 42, 22, 16,
  38, 48, 13, 10,
  38, 48, 22, 16,
  38, 54, 13, 10,
  38, 54, 22, 16,
  38, 61, 13, 10,
  38, 61, 22, 16,
  38, 67, 13, 10,
  38, 67, 22, 16,
  38, 74, 13, 10,
  38, 74, 22, 16,
  38, 80, 13, 10,
  38, 80, 22, 16,
  38, 86, 13, 10,
  38, 86, 22, 16,
  38, 93, 13, 10,
  38, 93, 22, 16,
  38, 99, 13, 10,
  38, 99, 22, 16,
  38, 106, 13, 10,
  38, 106, 22, 16,
  38, 112, 13, 10,
  38, 112, 22, 16,
  38, 118, 13, 10,
  38, 118, 22, 16,
  38, 125, 13, 10,
  38, 125, 22, 16,
  47, 3, 13, 10,
  47, 3, 22, 16,
  47, 10, 13, 10,
  47, 10, 22, 16,
  47, 16, 13, 10,
  47, 16, 22, 16,
  47, 22, 13, 10,
  47, 22, 22, 16,
  47, 29, 13, 10,
  47, 29, 22, 16,
  47, 35, 13, 10,
  47, 35, 22, 16,
  47, 42, 13, 10,
  47, 42, 22, 16,
  47, 48, 13, 10,
  47, 48, 22, 16,
  47, 54, 13, 10,
  47, 54, 22, 16,
  47, 61, 13, 10,
  47, 61, 22, 16,
  47, 67, 13, 10,
  47, 67, 22, 16,
  47, 74, 13, 10,
  47, 74, 22, 16,
  47, 80, 13, 10,
  47, 80, 22, 16,
  47, 86, 13, 10,
  47, 86, 22, 16,
  47, 93, 13, 10,
  47, 93, 22, 16,
  47, 99, 13, 10,
  47, 99, 22, 16,
  47, 106, 13, 10,
  47, 106, 22, 16,
  47, 112, 13, 10,
  47, 112, 22, 16,
  47, 118, 13, 10,
  47, 118, 22, 16,
  47, 125, 13, 10,
  47, 125, 22, 16,
  55, 3, 13, 10,
  55, 3, 22, 16,
  55, 10, 13, 10,
  55, 10, 22, 16,
  55, 16, 13, 10,
  55, 16, 22, 16,
  55, 22, 13, 10,
  55, 22, 22, 16,
  55, 29, 13, 10,
  55, 29, 22, 16,
  55, 35, 13, 10,
  55, 35, 22, 16,
  55, 42, 13, 10,
  55, 42, 22, 16,
  55, 48, 13, 10,
  55, 48, 22, 16,
  55, 54, 13, 10,
  55, 54, 22, 16,
  55, 61, 13, 10,
  55, 61, 22, 16,
  55, 67, 13, 10,
  55, 67, 22, 16,
  55, 74, 13, 10,
  55, 74, 22, 16,
  55, 80, 13, 10,
  55, 80, 22, 16,
  55, 86, 13, 10,
  55, 86, 22, 16,
  55, 93, 13, 10,
  55, 93, 22, 16,
  55, 99, 13, 10,
  55, 99, 22, 16,
  55, 106, 13, 10,
  55, 106, 22, 16,
  55, 112, 13, 10,
  55, 112, 22, 16,
  55, 118, 13, 10,
  55, 118, 22, 16,
  55, 125, 13, 10,
  55, 125, 22, 16,
  64, 3, 13, 10,
  64, 3, 22, 16,
  64, 10, 13, 10,
  64, 10, 22, 16,
  64, 16, 13, 10,
  64, 16, 22, 16,
  64, 22, 13, 10,
  64, 22, 22, 16,
  64, 29, 13, 10,
  64, 29, 22, 16,
  64, 35, 13, 10,
  64, 35, 22, 16,
  64, 42, 13, 10,
  64, 42, 22, 16,
  64, 48, 13, 10,
  64, 48, 22, 16,
  64, 54, 13, 10,
  64, 54, 22, 16,
  64, 61, 13, 10,
  64, 61, 22, 16,
  64, 67, 13, 10,
  64, 67, 22, 16,
  64, 74, 13, 10,
  64, 74, 22, 16,
  64, 80, 13, 10,
  64, 80, 22, 16,
  64, 86, 13, 10,
  64, 86, 22, 16,
  64, 93, 13, 10,
  64, 93, 22, 16,
  64, 99, 13, 10,
  64, 99, 22, 16,
  64, 106, 13, 10,
  64, 106, 22, 16,
  64, 112, 13, 10,
  64, 112, 22, 16,
  64, 118, 13, 10,
  64, 118, 22, 16,
  64, 125, 13, 10,
  64, 125, 22, 16,
  73, 3, 13, 10,
  73, 3, 22, 16,
  73, 10, 13, 10,
  73, 10, 22, 16,
  73, 16, 13, 10,
  73, 16, 22, 16,
  73, 22, 13, 10,
  73, 22, 22, 16,
  73, 29, 13, 10,
  73, 29, 22, 16,
  73, 35, 13, 10,
  73, 35, 22, 16,
  73, 42, 13, 10,
  73, 42, 22, 16,
  73, 48, 13, 10,
  73, 48, 22, 16,
  73, 54, 13, 10,
  73, 54, 22, 16,
  73, 61, 13, 10,
  73, 61, 22, 16,
  73, 67, 13, 10,
