epoch,loss,lr,val_loss
135,1.130892276763916,6.4000005e-08,1.014283299446106
136,1.1262608766555786,6.4000005e-08,1.0206979513168335
137,1.2249512672424316,1.2800001e-08,1.0173115730285645
138,1.1505061388015747,1.2800001e-08,1.0105218887329102
139,1.1592999696731567,1.2800001e-08,1.012986183166504
140,1.1675535440444946,1.2800001e-08,1.0174204111099243
141,1.2257540225982666,1.2800001e-08,1.0121984481811523
142,1.1934189796447754,1.2800001e-08,1.022140383720398
143,1.1477608680725098,1.2800001e-08,1.0086297988891602
144,1.159906268119812,1.2800001e-08,1.0235892534255981
145,1.1820802688598633,1.2800001e-08,1.0166789293289185
146,1.1482524871826172,1.2800001e-08,1.0189127922058105
147,1.073655128479004,2.5600002e-09,1.0049117803573608
148,1.213843584060669,2.5600002e-09,1.0022876262664795
149,1.0486005544662476,2.5600002e-09,1.0168625116348267
150,1.2010724544525146,2.5600002e-09,1.0011861324310303
151,1.102806568145752,2.5600002e-09,1.0116435289382935
152,1.2237263917922974,2.5600002e-09,1.014397382736206
153,1.1601933240890503,2.5600002e-09,1.0179990530014038
154,1.1420968770980835,2.5600002e-09,1.0117250680923462
155,1.177809238433838,2.5600002e-09,1.0190603733062744
156,1.2107676267623901,2.5600002e-09,1.0066903829574585
157,1.1622165441513062,5.1200005e-10,1.0235182046890259
158,1.088999629020691,5.1200005e-10,1.012311339378357
159,1.183440923690796,5.1200005e-10,1.0121264457702637
160,1.1402640342712402,5.1200005e-10,1.0106016397476196
161,1.169789433479309,5.1200005e-10,1.0155973434448242
162,1.104711651802063,5.1200005e-10,1.0107886791229248
163,1.0755996704101562,5.1200005e-10,1.0076005458831787
164,1.1093111038208008,5.1200005e-10,1.015695571899414
165,1.096390962600708,5.1200005e-10,1.0291577577590942
166,1.1408685445785522,5.1200005e-10,1.0188393592834473
167,1.2364771366119385,1.0240001e-10,1.01614511013031
168,1.1438928842544556,1.0240001e-10,1.0118151903152466
169,1.1456438302993774,1.0240001e-10,1.026975393295288
170,1.0735522508621216,1.0240001e-10,1.012086272239685
171,1.1008541584014893,1.0240001e-10,1.0104598999023438
172,1.2211949825286865,1.0240001e-10,1.0212104320526123
173,1.0985922813415527,1.0240001e-10,1.0165431499481201
174,1.1355503797531128,1.0240001e-10,1.025843620300293
175,1.1100527048110962,1.0240001e-10,1.0004962682724
176,1.1496086120605469,1.0240001e-10,1.0106680393218994
177,1.183058738708496,2.0480003e-11,1.0151673555374146
178,1.191934585571289,2.0480003e-11,1.0036170482635498
179,1.1437009572982788,2.0480003e-11,1.015169620513916
180,1.1252857446670532,2.0480003e-11,1.004238247871399
181,1.1250348091125488,2.0480003e-11,1.0061020851135254
182,1.1894429922103882,2.0480003e-11,1.0054402351379395
183,1.1254299879074097,2.0480003e-11,1.0264712572097778
184,1.1027977466583252,2.0480003e-11,1.0063188076019287
185,1.1625717878341675,2.0480003e-11,1.011840581893921
186,1.158519983291626,2.0480003e-11,1.0268256664276123
187,1.1268517971038818,4.0960004e-12,1.0251448154449463
188,1.179583191871643,4.0960004e-12,1.0077519416809082
189,1.1114320755004883,4.0960004e-12,1.0091596841812134
190,1.10840904712677,4.0960004e-12,1.0152288675308228
191,1.1414060592651367,4.0960004e-12,1.016274094581604
192,1.1856378316879272,4.0960004e-12,1.024259090423584
193,1.1897867918014526,4.0960004e-12,1.0178660154342651
194,1.2516485452651978,4.0960004e-12,1.0114892721176147
195,1.2032536268234253,4.0960004e-12,1.012479305267334
196,1.1618733406066895,4.0960004e-12,1.0098038911819458
197,1.1756856441497803,8.1920007e-13,1.0075657367706299
198,1.1217466592788696,8.1920007e-13,0.9951827526092529
199,1.1330476999282837,8.1920007e-13,1.01643967628479
200,1.1142313480377197,8.1920007e-13,1.0081536769866943
201,1.0938893556594849,8.1920007e-13,1.0163029432296753
202,1.2146459817886353,8.1920007e-13,1.0150820016860962
203,1.1479322910308838,8.1920007e-13,1.0098063945770264
204,1.1717119216918945,8.1920007e-13,1.0227205753326416
205,1.1796656847000122,8.1920007e-13,1.0067156553268433
206,1.1503313779830933,8.1920007e-13,1.0185328722000122
207,1.1175819635391235,1.6384001e-13,1.0319690704345703
208,1.058866262435913,1.6384001e-13,1.0295943021774292
209,1.1677221059799194,1.6384001e-13,1.0176115036010742
210,1.1318660974502563,1.6384001e-13,1.0059120655059814
211,1.1553757190704346,1.6384001e-13,1.0196599960327148
212,1.113938570022583,1.6384001e-13,1.0115578174591064
213,1.1802600622177124,1.6384001e-13,1.0147826671600342
214,1.1405423879623413,1.6384001e-13,1.0049759149551392
215,1.232297658920288,1.6384001e-13,1.0120959281921387
216,1.1350208520889282,1.6384001e-13,1.0165371894836426
217,1.126226544380188,3.2768e-14,1.0219486951828003
218,1.1614627838134766,3.2768e-14,1.026009440422058
219,1.0966691970825195,3.2768e-14,1.0122724771499634
220,1.1292165517807007,3.2768e-14,1.0206689834594727
221,1.0689365863800049,3.2768e-14,1.0113493204116821
222,1.1186729669570923,3.2768e-14,1.022609829902649
223,1.2043483257293701,3.2768e-14,1.0093133449554443
224,1.1001784801483154,3.2768e-14,0.9971780180931091
225,1.1506131887435913,3.2768e-14,1.0130704641342163
226,1.1456482410430908,3.2768e-14,1.006785273551941
